respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
100895,2,1,190114,1,4,6,5,6037,S,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,2,1,1,1,1,2,1,1,5, ,5,1,1,2,2,1,2,2,30,6,6,5,2,2, , , ,2, ,6,2, ,1, , , ,1,1.4770307,2.0699671
100896,2,1,190114,1,4,6,4,6085,U,2,1,1,1,2,1,2, , , ,2, ,1,2,1,1, ,1,2,2, ,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,2,1,2,2,99,6,4,99,2,1, , , ,1, ,99,3,2,4,2, , ,2,.5679692,.4803671
100897,2,1,190114,1,4,6,3,6097,S,2,1,1,1,2,1,2, , , ,1,1,2,2,1,2,1,1,2,1,work provides a hotspot,1,2,2,1,2,2,2,2,2,2, , ,4, , ,2,1,2,3,2,2,2,56,3,5,1,2,1, , , ,1, ,7,2, ,1, , , ,2,.5993579,.5322566
100898,2,1,190114,1,4,41,1,41059,R,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,1, , ,1, ,2,1,1,2,15,1,2,1,67,1,7,3,2,1, , , ,1, ,7,2, ,2,2, , ,1,.3474053,.5608998
100899,2,1,190114,1,4,53,1,53047, ,2,1,1,1,2,1,2, , , ,1,1,1,2,2,2,2,2,2,2, , ,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,2,1,0, , , ,20,2,2,4,2,5, , , ,5, ,1,3,1,2,2, , ,2,1.6285104,1.5318521
100908,2,1,190115,1,2,17,2,12105,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,2,1,2,1,2, ,1,1,2, ,1,1,2,13,1,1,1,31,1,6,1,2,1, , , ,1, ,8,3,2,2,2, , ,2,1.0083873,.7289714
100909,2,1,190115,1,3,24,4,11001,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,15,1,2,2,70,1,6,1,2,1, , , ,1, ,9,2, ,2,2, , ,1,.3952943,.4636397
100910,2,1,190115,1,3,47,1,12105,R,2,1,1,1,1,1,2, , , ,1,1,1,1,2,2,1,1,1,2, ,3,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,0, , , ,25,6,7,2,2,1, , , ,1, ,3,1, ,6,6, , ,2,.9442575,.7611541
100913,2,1,190115,1,1,36,4,36061,S,2,1,1,1,2,2,1,2, , ,1,4, , , , , , , , , , ,2,2,2,2,2,2,2,1,2, , , , , ,1,1,2,97,2,2,1,62,1,5,1,2,1, , , ,1, ,9,3,1,6,5, , ,1,.6656387,.5883127
100914,2,1,190115,1,3,37,1,37053,R,2,1,1,1,3,2,1,8, , ,2, ,8,2,2,2, ,2,8,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,2,1,2,2,64,1,3,1,2,1, , , ,1, ,7,3,2,2,2, , ,2,1.0259861,.9233272
100918,2,1,190116,1,2,26,2,26065,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,2,1,1,2,2, ,1, ,3,1,1,1,40,1,2,1,55,1,6,1,2,1, , , ,1, ,9,3,2,3,3, , ,2,.4198187,.3621883
100919,2,1,190115,1,3,13,3,13135,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,2,1,1,2,3, ,3, ,3,1,1,1,25,1,2,1,70,1,7,3,2,1, , , ,1, ,8,1, ,2,2, , ,1,.4171403,.5137221
100920,2,1,190115,1,1,42,3,42069,U,2,1,1,1,4,1,2, , , ,1,1,2,2,1,1,1,2,1,2, ,5,2,1,1,1,1,2,2,2,2, ,5,1,5,3,2,2,2,0, , , ,50,6,4,4,2,1, , , ,1, ,2,2, ,1, , , ,2,1.0908761,.9587002
100924,2,1,190115,1,2,18,2,18035,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,1,1,2, , ,2, ,3,1,1,1,1,1,1,1,47,1,8,2,2,1, , , ,1, ,9,9,9,3,2, , ,1,.7484201,.7318716
100927,2,1,190115,1,1,9,2,9015, ,2,1,1,2,2,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,1,2, , , , ,1,2,1,2,5,1,1,2,57,1,7,1,2,1, , , ,1, ,8,3,1,2,2, , ,2,.4233966,.3621883
100929,2,1,190115,1,1,42,2,42073,R,2,1,1,2,5,2,2, , , ,2, ,2,1,1,1, ,1,8,2, ,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,2,2,66,6,4,3,2,1, , , ,1, ,1,3,2,1, , , ,2,.8872485,.9586858
100930,2,1,190115,1,1,36,3,36061,S,2,2,1,1,2,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,99, , , ,99,1,6,1,2,1, , , ,1, ,3,3,8,5,3, , ,1,.6425329,.7099225
100933,2,1,190115,1,1,42,4,42017, ,2,2,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,12,1,2,2,53,1,3,1,2,1, , , ,1, ,99,9,9,9,9, , ,9,1.619144,1.5387807
100935,2,1,190115,1,1,9,4,9007,U,2,1,1,1,4,1,2, , , ,2, ,2,2,2,1, ,1,1,2, ,5,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,2,1,13,1,2,2,22,1,3,1,1,1, , , ,1,1,2,3,1,3,2, , ,1,.6523289,.5914018
100937,2,1,190115,1,3,37,3,37035,U,2,1,1,1,1,2,1,2, , ,1,4, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,4,2,1,2,2,1,2,1,63,1,5,1,2,1, , , ,1, ,8,1, ,2,2, , ,1,.6395262,.647114
100938,2,1,190115,1,1,42,4,42077,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,3,1,2,1,64,1,5,2,2,1, , , ,1, ,99,1, ,2,2, , ,2,1.0121983,1.1389763
100940,2,1,190115,1,2,39,1,39147,R,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,1,1,1,1,0, , , ,50,1,5,5,2,9, , , ,9, ,8,1, ,7,2, , ,1,1.1319828,1.3439332
100941,2,1,190115,1,3,12,4,12057,S,2,1,1,1,3,2,1,3, , ,1,3, , , , , , , , , , ,2,1,2,2,1,1,1,2,2, ,3, , ,3,2,1,1,7,1,2,2,33,1,4,1,1,1, , , ,1,2,9,1, ,4,1, , ,2,1.298273,.9400383
100942,2,1,190115,1,3,47,3,47093,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,1,2, , ,5, , ,2,1,2,5,1,2,1,56,1,6,1,2,1, , , ,1, ,7,2, ,3,2, , ,2,.6884055,.704751
100943,2,1,190207,1,3,51,5,51059, ,2,1,1,1,4,1,2, , , ,1,1,2,2,1,1,1,1,1,2, ,1,1,1,1,1,2,1,2,2,2,1,4,3,2, ,2,2,2,25,1,2,2,50,1,8,1,1,1, , , ,1,8,8,8,8,9,9, , ,9,.4429693,.39605
100944,2,1,190115,1,1,36,2,36007, ,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,3,2,1,1,5,1,2,1,47,1,7,4,2,1, , , ,1, ,7,1, ,5,2, , ,1,.7547984,.7791572
100945,2,1,190115,1,3,24,4,24031,S,2,2,2,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,1,1,2,2,2,2, , ,5,5,1,2,2,2,0, , , ,18,6,3,4,2,2, , , ,2, ,1,3,2,4,1, , ,1,.9463073,1.2607121
100946,2,1,190115,1,3,21,4,21111,S,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,4,1,1,2,0, , , ,69,1,6,3,2,1, , , ,1, ,7,1, ,2,2, , ,1,.3952943,.4636397
100947,2,1,190115,1,2,39,2,39159,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,2,2,1,2,1,81,5,6,8,2,1, , , ,1, ,4,1, ,1, , , ,1,.3474053,.6531048
100948,2,1,190115,1,3,21,4,21111,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,1,2,1,1,1, ,1, ,1,1,1,1,30,1,1,1,54,1,6,4,2,1, , , ,1, ,2,3,2,4,3, , ,2,.5696713,.4403462
100950,2,1,190115,1,3,12,4,12097,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,1, ,1,2,1,1,1,1,2,2,50,1,3,5,1,2, , , ,2,2,6,4,8,5,2, , ,2,1.3578824,1.1882002
100951,2,1,190115,1,2,39,5,39085,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,3,1,5,1,1,1,2,15,1,2,2,53,6,6,1,2,1, , , ,1, ,7,1, ,4,1, , ,2,1.1213513,.9703455
100952,2,1,190116,1,3,51,5,51770,U,2,2,2,1,5,2,2, , , ,2, ,1,2,2,1, ,2,2,1,Just not interested in it.,6,2,2,2,1,2,2,2,2,2, , , ,5, ,2,2,2,0, , , ,72,5,3,3,2,1, , , ,1, ,3,3,2,1, , , ,2,1.5734243,2.0699671
100953,2,1,190115,1,3,47,3,47093,S,2,2,1,1,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,12,1,2,1,75,5,5,3,2,1, , , ,1, ,6,3,8,3,3, , ,2,.8801963,1.2356575
100954,2,1,190115,2,1,36,5,36061,U,2,1,1,1,2,1,2, , , ,1,1,8,1,1,1,1,2,2,2, ,8,2,1,2,2,8,2,2,2,2, ,1, , , ,2,2,2,0, , , ,52,3,4,6,1,7, , , ,5,3,4,3,2,2,2, , ,2,.9419393,.9279105
100955,2,1,190115,1,2,17,2,25021,S,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,1,2,2,4,3,1,5,3,1,1,2,30,1,2,1,66,1,7,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,.5469718,.6531048
100956,2,1,190115,1,1,34,5,34017,S,2,1,1,1,2,1,1,8, , ,1,1,1,2,9,9,1,9,9,2, , ,2,2,1,2,1,2,8,2,2, , ,1, ,1,2,1,2,3,1,2,2,46,3,3,1,2,1, , , ,1, ,5,3,8,2,1, , ,2,1.8757603,1.549296
100957,2,1,190115,1,3,45,3,45083,S,2,2,1,1,2,1,2, , , ,1,1,2,1,2,2,1,1,1,2, ,5,2,1,1,2,1,2,1,2,8, ,5,3, ,5,1,1,2,0, , , ,58,1,4,1,2,1, , , ,1, ,99,1, ,2,2, , ,1,.9412782,1.252816
100958,2,1,190115,1,3,13,4,13121,S,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , , ,2,1,2,1,1,2,2,60,1,7,1,2,1, , , ,1, ,8,3,8,2,2, , ,2,.3978784,.3621883
100963,2,1,190115,1,3,24,4,24510,S,2,2,1,1,1,2,2, , , ,1,2,1,2,1,1,2,2,2,2, ,1,2,2,2,2,1,2,2,2,2, , , , ,1,1,2,2,0, , , ,73,3,4,3,2,2, , , ,2, ,2,2, ,5,4, , ,1,.8792819,1.4111983
100965,2,1,190115,1,3,37,1,37021,S,2,1,1,1,2,1,2, , , ,1,3,1,2,1,2,1,1,2,2, ,3,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,1,0, , , ,57,1,3,1,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.0259861,.9233272
100966,2,1,190115,1,1,9,4,9003,S,2,2,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,1,2,2, , , , ,5,1,1,2,25,1,2,1,73,1,5,2,2,1, , , ,1, ,9,3,2,2,2, , ,1,.6835112,1.123377
100968,2,1,190115,1,1,9,2,25027,R,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,1,1,2,1,2,2, , ,1,3,2,2,1,1,12,1,2,2,36,1,4,1,2,1, , , ,1, ,7,3,1,6,2, , ,2,1.4059453,1.2676507
100969,2,1,190115,1,1,36,5,36061,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,2,1,2, ,3,1,2,2,2,1,2,2,2,2,2,35,5,8,1,2,3, , , ,3, ,5,2, ,2,1, , ,2,2.172749,1.7959316
100972,2,1,190115,1,1,23,2,23005,S,2,2,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,3,1,1,2,51,3,8,1,2,1, , , ,1, ,6,2, ,3,1, , ,2,.8882225,.7791572
100974,2,1,190115,1,3,45,3,45083,U,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,1,2,2,2, , , , ,3,1,1,2,6,1,2,1,69,1,8,3,2,1, , , ,1, ,9,2, ,2,2, , ,1,.4171403,.5137221
100975,2,1,190120,1,3,51,5,24033,S,2,1,1,1,3,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,0, , , ,22,5,6,1,1,7, , , ,5,3,9,3,8,2,2, , ,1,.3878519,.3621883
100976,2,1,190115,1,3,12,2,34005,R,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,2, ,3,1,1,2,45,2,2,1,60,3,4,6,2,1, , , ,1, ,3,3,2,1, , , ,2,1.1583124,1.2440521
100977,2,1,190115,1,3,48,5,48113,U,2,2,1,1,5,1,1,5, , ,1,2,1,1,2,2,1,2,2,2, , ,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,2,2,1,2,2,73,1,3,3,2,1, , , ,1, ,6,4,1,6,5, , ,1,1.5229247,2.0699671
100979,2,1,190115,1,2,17,5,17031,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,2,1,1,2,1,2,3,2,1, ,1,1,1,1,4,1,2,1,48,1,6,1,2,1, , , ,1, ,4,2, ,2,2, , ,1,.650355,.6078127
100980,2,1,190115,1,3,47,4,47037,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,1,2, , ,1, ,3,2,1,1,1,2,2,1,25,6,6,1,2,1, , , ,1, ,6,2, ,4,2, , ,2,1.5179008,1.1904706
100981,2,1,190115,1,2,55,3,55009,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,1,2,2,1,1,1,1,3,2,1,1,25,1,2,2,19,6,3,4,2,1, , , ,1, ,5,3,1,4,4, , ,2,1.6916748,1.3662259
100982,2,1,190115,1,4,4,3,27123,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,2,1,2,2,66,3,8,3,2,1, , , ,1, ,7,3,1,1, , , ,2,.3909399,.4225407
100983,2,1,190115,1,2,19,1,19013,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,3,1, ,2,1,1,1,96,1,1,1,69,1,7,3,2,1, , , ,1, ,4,2, ,2,2, , ,1,.4161694,.6452529
100984,2,1,190115,1,2,19,1,19145,R,2,1,1,1,1,1,2, , , ,1,1,1,2,2,2,2,1,1,2, ,5,1,1,2,1,2,2,2,2,2,4,3, ,1, ,2,1,1,15,1,2,1,20,6,3,1,2,1, , , ,1, ,5,1, ,2,2, , ,2,.913496,.722133
100987,2,1,190115,1,2,27,5,27053,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,5,1,1,2,52,1,1,1,67,1,4,3,2,1, , , ,1, ,9,3,2,2,2, , ,1,.9522349,1.5393091
100988,2,1,190115,1,3,48,1,48029,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,4,1,2,1,70,1,8,3,2,1, , , ,1, ,9,3,1,2,2, , ,1,.3905665,.5039956
100989,2,1,190115,1,3,21,2,21059,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,1, ,2,1,1,1,98,2,2,1,64,1,6,3,2,1, , , ,1, ,3,1, ,2,2, , ,2,.4390651,.3621883
100990,2,1,190115,2,1,34,5,34013,S,2,1,1,1,3,2,2, , , ,1,1,2,2,2,2,1,2,2,1,NO LO NECESITA,6,2,2,2,2,1,1,2,2,2, , , , ,3,2,2,2,0, , , ,60,6,3,1,1,7, , , ,5,3,4,2, ,3,3, , ,2,1.0766021,.918096
100992,2,1,190115,1,2,31,1,31031,R,2,1,2,2, ,2,2, , , ,2, ,2,2,2,2, ,1,1,1,"my age i just have a cell phone make and answer calls, out in the boodies and dont need it",6,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,0, , , ,84,1,3,2,2,1, , , ,1, ,99,1, ,2,2, , ,2,1.1469254,1.2939267
100996,2,1,190115,1,2,19,2,19193, ,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,4,2,1,1,12,1,2,2,61,1,4,3,2,1, , , ,1, ,8,1, ,2,2, , ,1,.9411694,1.1771275
100998,2,1,190115,1,3,22,4,22051,U,2,1,1,1,2,2,1,3, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,8,8, , , , , ,2,1,2,0, , , ,61,6,5,1,2,2, , , ,2, ,3,2, ,1, , , ,2,.9994877,.7304304
100999,2,1,190115,1,1,9,4,9003,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,1,2,1, ,1,4, ,3,1,1,1,30,1,2,1,45,1,6,4,2,1, , , ,1, ,8,2, ,3,2, , ,2,.8049024,.7081513
101000,2,1,190115,1,3,22,4,22051,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,1,1,1, ,1,3,3,3,2,1,1,5,1,1,2,28,6,7,1,2,1, , , ,1, ,4,2, ,1, , , ,2,1.5179008,1.1904706
101001,2,1,190115,1,3,22,2,22017,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,2,2,1,1,2,1,2,2,1, , ,2,1,2,1,1,0, , , ,19,6,3,1,2,2, , , ,2, ,5,3,2,3,2, , ,1,.8227592,.7473281
101002,2,1,190115,1,2,31,2,31109, ,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,2,2, ,2,1,1,1,30,1,2,2,50,6,8,4,1,7, , , ,5,1,9,5,9,1, , , ,2,.560009,.3911966
101004,2,1,190115,1,2,27,5,27053,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,3, , ,2,1,2,40,2,1,2,76,3,5,2,2,1, , , ,1, ,99,2, ,1, , , ,1,.6970421,1.5393091
101005,2,1,190115,1,4,32,2,55073,U,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,8,1,1,2, , ,2, ,4,1,1,1,0, , , ,41,1,3,1,2,1, , , ,1, ,8,1, ,5,3, , ,2,2.1275362,1.9185241
101006,2,1,190115,1,2,55,3,55139,S,2,1,1,1,5,2,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,5, , ,2,1,2,98,1,2,2,80,1,3,3,2,1, , , ,1, ,3,3,1,2,2, , ,2,1.2249611,1.3188982
101007,2,1,190115,1,2,26,3,26065,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,2,2,2,2, ,2, ,3,1,1,2,0, , , ,49,3,6,1,2,1, , , ,1, ,9,1, ,3,2, , ,1,.7156958,.7370273
101009,2,1,190115,1,3,51,4,36061,U,2,2,1,1,2,1,2, , , ,1,2,2,2,8,2,1,1,2,2, ,3,1,1,1,1,1,1,2,2,2,3,2,1,3,2,1,1,2,12,1,2,2,33,6,4,4,1,7, , , ,5, ,98,8,8,5,3, , ,1,1.7916505,1.5228876
101011,2,1,190115,1,3,45,2,45051,U,2,2,1,1,8,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,2, ,2,2,1,2,3,1,1,2,58,1,3,1,2,2, , , ,2, ,2,2, ,3,3, , ,2,2.1796789,2.0699671
101014,2,1,190115,1,4,15,4,48439,S,2,1,1,1,2,1,2, , , ,1,1,1,2,1,2,1,1,2,2, ,3,2,1,1,2,1,2,2,2,2, ,3,1, ,3,2,2,2,4,1,2,2,26,6,4,1,1,1, , , ,1,1,4,1, ,1, , , ,2,1.9522335,1.5077578
101016,2,1,190115,1,2,27,5,27053,S,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,0, , , ,56,1,6,1,2,1, , , ,1, ,9,3,1,2,2, , ,1,.4542308,.4321028
101017,2,1,190115,1,3,48,5,48201,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,4, ,3,1,1,2,2,2,1,1,62,1,6,3,2,1, , , ,1, ,9,1, ,3,2, , ,1,.4750547,.4566696
101018,2,1,190115,1,3,11,5,11001,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,2,2,1,1,1,1,2, ,2, , ,4,1,2,2,20,1,1,1,45,2,7,1,2,1, , , ,1, ,9,2, ,4,3, , ,1,1.1351191,1.0255136
101020,2,1,190115,1,3,1,2,28081,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,2,1,1, ,3,3, ,2,1,1,1,6,1,1,2,43,1,6,1,2,1, , , ,1, ,7,1, ,5,2, , ,2,.7747807,.6451471
101021,2,1,190115,1,3,5,1,5093,R,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,1,1,2,1,2,1, , ,1,5,1,2,1,1,8,2,1,2,22,6,3,1,2,1, , , ,1, ,4,3,2,1, , , ,2,.9553748,.7631892
101022,2,1,190115,1,1,25,4,25017,S,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,7,1,2,2,23,6,6,2,2,1, , , ,1, ,2,2, ,3,3, , ,2,1.5522686,1.1787543
101023,2,1,190115,1,2,17,2,17121,R,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,20,1,2,2,47,1,8,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,.6010848,.4584356
101024,2,1,190115,1,3,48,5,48113,U,2,2,1,1,1,1,1,8, , ,1,3,1,2,1,1,1,1,2,2, ,1,2,1,1,2,1,2,2,1,2, ,1,1, ,1,1,1,1,30,1,2,2,29,6,3,2,2,9, , , ,9, ,2,3,9,3,1, , ,2,2.22127,1.933975
101025,2,1,190115,1,1,36,3,2090,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,1,1,2,3, ,2, ,3,1,1,2,15,1,1,1,48,1,6,1,2,1, , , ,1, ,9,3,1,5,3, , ,2,.5797013,.4914929
101029,2,1,190115,1,4,6,2,6073,S,2,2,2,1,3,2,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,3, ,3,2,1,2,0, , , ,42,1,1,4,2,1, , , ,1, ,3,2, ,4,3, , ,1,2.0592525,1.9185241
101030,2,1,190115,1,4,41,1,16001,R,2,2,1,1,4,2,2, , , ,1,1,2,2,2,2,1,1,2,2, ,3,2,2,2,2,1,2,2,2,2, , , , ,3,1,2,1,5,1,1,2,27,2,3,4,1,9, , , ,9,1,4,2, ,4,2, , ,2,1.5312732,1.5736383
101031,2,1,190115,1,4,6,2,6019,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,1,1,2, , ,2, ,3,2,1,2,5,1,2,1,50,1,6,1,2,1, , , ,1, ,6,1, ,2,2, , ,2,.5006567,.3985049
101032,2,1,190115,1,4,30,1,30029,R,2,2,1,2,3,2,2, , , ,2, ,1,2,1,2, ,2,2,1,currently live with daughter not my own home,6,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,0, , , ,81,5,3,3,2,1, , , ,1, ,1,4,9,1, , , ,2,.8811979,1.3812092
101033,2,1,190115,1,4,41,1,41019,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,2,2,2,1,2, ,1,1,1, ,2,1,1,10,1,2,1,23,1,6,1,2,1, , , ,1, ,2,3,1,2,2, , ,2,.6046843,.5115724
101035,2,1,190115,1,4,53,2,53063,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,2,2,2,2,1, ,1, ,1,1,1,1,2,2,2,1,24,6,3,4,2,1, , , ,1, ,3,1, ,3,3, , ,2,.8497967,.6353681
101036,2,1,190115,1,4,6,1,6029,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,1,1, ,3,1,1,2,0, , , ,73,5,3,2,2,1, , , ,1, ,3,1, ,1, , , ,1,.5481477,1.3812092
101037,2,1,190115,1,4,2,1,2110,R,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,2,1,1,4, ,1, ,3,2,1,1,10,1,2,2,32,2,6,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,.7520168,.6260556
101038,2,1,190115,1,4,2,1,2110,R,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,1,1,15,1,1,2,32,1,6,2,2,1, , , ,1, ,6,2, ,4,2, , ,2,1.1944143,1.0644006
101039,2,1,190115,1,4,2,1,2170,S,2,1,1,1,4,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,2,2,66,1,7,6,2,1, , , ,1, ,3,4,9,3,3, , ,2,.3660352,.4145405
101040,2,1,190115,2,4,6,5,6037,U,2,1,2,2, ,1,2, , , ,1,1,1,2,1,2,1,2,2,2, ,3,2,1,1,2,1,1,2,2,2, ,5,1, ,1,2,2,2,0, , , ,44,2,2,1,1,1, , , ,1,3,2,4,2,2,2, , ,2,1.8539291,1.6083647
