CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
1451,EN,2,4,2,2,0,1,0,1,1,0,2,1,0,1,0,0,1,0,1,2,1,1,4,3,4,2,1,0,0,1,1,1,0,0,0,5,1,1, , , , , , , , , , , , , , , ,2,3,2,2,2,1,0,0,0,0,0,0,0,2,2,2,3,2,3,3,2,2,2,2,1,4,4,3,2,1,0,0,0,1,0,2,3,2,2,3,3,2,2,2,2,1,0,0,0,0,0,2,2,2,2,2,4,4,3,3,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,3,3,4,3,3,4,4,0,0,0,0,0,1,0,2,2,2,3,2,2,1,15,12,1,1,1,14,1,3,1,2,4,0,0,1,1,2,20180311,12.48333333,2,2,Desktop,0.472436728
1452,EN,1,1,3,3,0,0,0,1,0,0,3,1,1,1,0,1,1,0,1,2,1,1,4,3,4,2,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , , , ,1, , , , ,4,1,4,2,2,0,0,0,0,0,0,0,1,3,1,2,2,2,2,3,2,2,1,2,1,1,2,4,2,1,1,0,0,0,0,2,4,3,3,2,2,2,2,2,2,0,1,0,1,0,0,2,2,1,3,4,2,4,1,2,0,0,0,0,0,1,0,0,1,0,0,3,2,2,3,2,2,1,1,4,3,3,3,2,3,1,0,0,0,0,0,0,1,1,1,2,1,1,2,15,10,4,3,2,9,1,4,1,4,3,0,0,0,0,1,20180309,28.68333333,2,2,Smartphone,1.951236702
1453,EN,1,2,1,3,0,0,0,1,1,0,3,1,1,0,0,0,1,0,1,2,1,2,4,2,4,1,1,0,1,0,1,1,0,0,0,5,1,1, , , , , , , , , , , , , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,2,2,2,1,3,3,3,3,2,2,1,2,2,4,4,2,0,0,0,0,0,1,1,2,1,2,1,3,3,2,2,1,1,1,0,0,0,0,1,2,1,3,3,2,4,1,4, , , , , , , , , , , , , , , ,1,1,1,2,3,3,3,3,3,4,0,0,0,0,0,0,1,3,2,3,4,2,2,2,13,12,1,1,1,16,1,4,1,3,3,0,0,1,0,2,20180323,17.7,2,2,Smartphone,0.475892185
1454,EN,1,2,2,3,1,0,0,0,0,0,2,1,1,1,0,0,1,0,1,2,1,1,3,4,4,2,1,0,1,1,1,1,1,0,0,5,1, , , , , ,1, , , , , , , , , , ,2,3,3,2,4,1,0,1,0,0,0,1,0,2,1,1,2,3,3,2,2,1,1,1,1,3,4,4,3, , , , , , ,1,3,2,1,1,3,3,1,1,2,0,1,0,0,0,0,1,2,1,3,3,1,3,3,3,0,1,0,0,0,1,0,0,1,0,0,2,2,2,1,1,2,1,1,2,3,3,3,3,2,1,0,0,0,0,0,0,1,1,2,4,1,2,2,16,11,4,1,3,7,1,4,1,4,4,0,0,0,0,4,20180405,26.16666667,2,2,Smartphone,0.224390824
1455,EN,1,4,1,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,98,2,1,1,3,2,3,1,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , , , ,1, , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,2,3,2,2,2,1,1,1,1,3,2,1,1,1,1,0,0,2,3,2,1, ,3,3, ,1,1, , , , , , , , , , , , , ,1,1,0,1,1,1,0,1,0,0,0,1,0,3,3,3,3,1,1,1,1,3,3,2,2,3,3,0,0,0,0,0,0,1,1,1,1,4,1,2,2,13,12,1,1,3,10,1,4,1,3,6,0,0,1,1,4,20180407,12.51666667,2,2,Smartphone,0.569348227
1456,EN,2,4,1,2,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,2,1,1,4,3,4,2,1,1,0,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,4,4,4,2,3,0,0,0,0,0,0,0,1,3,3,2,3,2,2,3,3,1,1,1,1,4,3,2,2,1,0,0,1,1,0,77,3,4,3,3,3,1,1,1,1,0,0,0,0,0,1,3,2,1,2,2,2,4,2,3,1,0,1,0,1,0,0,0,1,0,0,2,2,2,1,2,3,2,1,3,4,3,3,3,4,1,0,1,0,0,0,0,3,1,1,3,1,2,1,15,11,4,3,1,10,1,2,1,1,4,0,0,0,1,3,20180322,18.28333333,2,2,Smartphone,0.279870825
1457,EN,1,2,2,2,1,0,0,1,0,0,2,1,1,1,0,1,1,0,2,2,1,1,2,3,3,3,1,0,0,0,1,0,0,0,0, ,1, , , ,1, , , , , , , , , , , , ,3,3,3,3,3,0,0,0,0,0,0,0,1,3,2,3,2,3,2,2,3,2,1,2,1,2,2,3,2,0,0,0,0,1,0,2,1,2,2, ,2,2, ,2,2, , , , , , , , , , , , , ,2,2,0,0,1,0,0,0,0,0,0,0,0,3,3,2,2,1,1,1,2,2,2,2,1,2,3,0,0,0,0,0,0,1,1,1,3,2,2,2,1,14,11,1,2,1,13,1,4,1,3,3,0,0,1,0,2,20180322,16.28333333,2,2,Smartphone,0.476335077
1458,ES,2,4,4,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,2,1,1,4,2,4,1,2,0,0,1,0,0,0,0,0, ,3, , , , , , , , , , , , , , , , ,3,3,3,3,4,0,0,0,0,0,0,1,0,2,3,3,3,3,2,3,3,2,2,1,2,2,2,4,2,0,0,0,1,0,0,2,2,2,2,1,3, ,2,1, ,1,0,0,0,0,0,2,1,3,2,2,1,4,2,2,0,1,0,0,0,0,1,0,0,0,0,2,2,1,2,1,1,1,1,3,3,4,2,3,2,1,0,0,0,1,1,0,1,1,1,4,4,1,2,13,12,4,4,2,4,1,4,1,3,3,0,0,1,1,1,20180331,29.75,2,2,Smartphone,1.002241225
1459,EN,2,3,3,3,1,1,0,1,0,0,2,1,0,0,0,0,1,0,1,2,1,1,3,2,2,1,1,0,0,0,0,1,0,0,0, ,3, , , , , , , , , , , , , , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,1,2,4,4,4,4, , , , , , ,77,77,77,77,3,3,1,1,2,1,0,0,0,0,0,1,4,2,1,3,3,3,4,3,4, , , , , , , , , , , , , , , ,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,1,1,2,3,3,2,2,2,13,9,98,3,2,8,1,4,1,3,4,1,0,2,0,1,20180405,16.46666667,2,2,Smartphone,3.538364389
1460,EN,2,4,1,2,1,1,1,0,0,0,4,1,0,1,0,0,1,0,1,2,1,1,4,3,4,1,1,1,1,1,1,1,0,0,0,4,1, ,1, , , , , , , , , , , , , , ,4,3,2,2,4,1,0,1,0,1,0,1,0,1,1,1,2,3,3,2,1,1,1,2,1,3,3,2,3, , , , , , ,2,3,1,1,1,1,1,2,2,2,1,0,0,0,0,0,1,2,2,2,1,1,4,2,2,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,3,4,2,2,3,2,1,0,0,0,1,0,0,2,1,1,4,1,2,1,15,12,4,1,1,9,1,2,1,4,4,0,0,0,1,3,20180323,10.45,2,2,Smartphone,0.084492054
1461,EN,1,2,3,2,0,0,1,0,0,0,3,0,1,1,0,1,1,0,1,2,1,1,4,2,4,1,1,0,0,0,0,1,0,0,0, ,3, , , , , , , , , , , , , , , , ,4,4,4,4,4,0,0,0,0,0,0,1,0,1,2,2,1,3,3,3,3,1,1,2,1,4,4,4,4, , , , , , ,2,1,1,1,2,3,1,2,2,2,0,0,1,0,0,0,2,1,1,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,4,1,1,2,13,10,4,3,1,12,1,3,1,2,4,0,0,3,0,1,20180324,11.43333333,2,2,Desktop,0.042866214
1462,EN,2,3,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,1,1,4,4,3,2,1,1,0,0,0,1,0,0,0,1,1, , , , , ,1, , , , , , , , , , ,2,4,4,4,4,0,1,0,0,1,0,1,0,3,2,3,2,3,3,3,3,1,1,1,1,4,4,4,4, , , , , , ,1,3,1,1,2,2,2,1,1,1,0,0,0,1,0,0,2,1,1,1,4,4,4,2,4, , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,98,98,98,98,98,2,13,10,2,3,2,2,0,4,1,3,4,0,1,2,0,1,20180324,14.35,2,2,Smartphone,0.227953636
1463,EN,2,1,1,3,0,0,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,1,4,4,4,5,1,0,1,1,1,1,0,0,0,5,2, , , , , , , , , ,1, , , , , , ,4,4,4,4,4,0,0,1,0,0,0,0,0,3,2,3,3,3,3,3,3,1,1,2,1,4,4,4,4, , , , , , ,2,3,1,1,3,2,1,1,1,1,1,1,0,1,0,0,1,2,2,3,4,3,4,2,4, , , , , , , , , , , , , , , ,1,2,1,1,4,4,4,4,4,2,0,0,0,0,0,0,1,1,1,1,3,1,1,2,14,11,2,1,2,3,0,4,1,3,4,0,1,0,1,2,20180325,17.3,2,2,Smartphone,0.491631505
1464,EN,1,2,2,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,2,1,4,3,4,1,1,0,1,1,1,1,0,0,0,4,1, , , , , ,1, , , , , , , , , , ,3,2,3,2,3,1,0,0,0,0,0,0,0,3,3,2,3,3,3,3,3,1,1,2,1,2,3,3,3, , , , , , ,2,2,2,3,3,3,3,2,1,1,1,0,0,0,0,0,2,2,1,4,2,1,3,2,1,1,0,1,0,0,1,0,0,1,0,0,3,2,3,1,1,1,1,2,3,4,2,2,2,3,1,0,1,0,0,0,0,1,1,1,3,1,1,1,15,12,1,1,1,14,1,4,1,3,3,0,0,1,1,1,20180328,9.85,2,2,Smartphone,2.831158835
1465,EN,2,2,1,2,1,0,1,0,1,0,2,1,1,1,0,0,1,0,1,2,1,1,4,2,4,1,1,1,1,1,0,1,1,1,0,2,2, , , , , , , , ,1, ,1, , , , , ,2,4,2,3,4,1,0,1,0,0,0,0,0,2,3,2,2,3,2,3,2,2,2,1,2,3,3,2,3, , , , , , ,2,2,2,2,1,3,3,1,1,1,0,0,0,0,0,1,3,2,1,3,2,1,3,2,2,1,1,0,0,1,1,0,0,1,0,0,3,2,2,1,1,1,1,1,4,4,4,2,4,3,1,0,0,0,0,0,0,3,2,2,3,1,1,1,17,11,4,3,2,14,1,2,1,1,2,0,0,0,0,2,20180311,7.6,2,2,Smartphone,1.224667185
1466,EN,2,3,1,3,0,0,0,0,0,1,3,1,1,1,0,0,1,0,1,2,1,1,4,2,4,2,1,1,1,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,3,2,3,3,2,1,0,0,0,0,0,1,0,1,1,1,1,2,3,3,2,2,1,2,1,3,2,3,2,1,0,0,0,1,0,2,3,1,2,1,1,3,2,2,1,0,0,0,0,0,1,2,1,1,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1,1,2,4,4,3,3,3,2,1,0,0,0,0,0,0,2,1,2,2,3,1,1,15,9,1,1,1,18,1,2,1,1,4,0,0,0,2,2,20180325,14.98333333,2,2,Smartphone,4.605360676
1467,EN,1,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,2,1,1,4,4,4,1,1,0,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,1,1,1,3,1,1,0,0,1,0,1,0,3,1,1,1,3,3,3,3,2,2,1,2,4,4,4,1,1,1,0,1,1,0,1,1,1,1,1,1,98,2,2,2,1,0,0,1,0,0,1,1,1,2,1,1,3,4,4, , , , , , , , , , , , , , , ,3,3,3,3,4,1,1,1,1,2,1,1,1,0,0,0,0,3,1,2,2,1,1,1,17,10,4,3,2,7,0,4,1,3,2,0,0,1,0,1,20180322,21.35,2,2,Smartphone,0.835209875
1468,EN,2,2,2,2,0,0,0,1,0,0,2,1,1,1,0,1,1,0,1,1,1,1,3,3,3,5,1,0,1,1,0,1,1,0,0,3,1, ,1, , , , , , , , , , , , , , ,3,2,2,3,2,1,0,1,1,0,0,0,0,1,1,1,2,2,1,2,1,2,2,1,2,3,1,1,3, , , , , , ,1,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,1,1,2,3,4,3,4,2,3,0,1,1,1,1,1,0,0,0,1,0,1,2,2,1,1,1,2,2,2,3,2,2,2,2,0,0,0,0,1,1,0,1,1,1,4,1,1,1,15,10,1,2,1,14,1,3,1,3,3,0,0,0,0,3,20180309,9.8,2,2,Smartphone,0.856349966
1469,EN,1,4,4,3,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,2,1,1,3,2,3,1,1,0,0,0,0,1,0,0,0, ,3, , , , , , , , , , , , , , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3,3,2,1,1,1,4,4,4,4, , , , , , ,77,1,2,77,1,3,3,2,1,1,1,0,0,1,0,0,4,2,1,2,4,4,4,2,4, , , , , , , , , , , , , , , ,1,1,2,1,3,3,3,3,3,3,0,0,0,0,0,0,1,3,2,3,4,3,2,1,15,10,4,3,2,13,1,4,1,3,2,0,0,0,1,1,20180327,35.86666667,2,2,Smartphone,0.200634025
1470,EN,1,1,1,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,2,3, , , , , , , , , , , , , , , , ,4,4,3,2,4,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,1,1,2,1,4,3,4,3, , , , , , ,2,3,3,2,3,3,1,2,2,1,0,0,0,0,0,1,2,3,2,3,3,2,4,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,1,2,1,2,1,2,3,0,0,0,0,0,0,1,4,2,4,3,2,2,1,15,12,1,1,1,12,1,4,1,4,4,0,0,1,1,2,20180409,26.28333333,1,1,Desktop,0.61347369
1471,EN,1,4,1,2,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,4,3,4,1,1,0,1,0,0,1,0,0,0,2,1,1, , , , , , , , , , , , , , , ,4,4,3,2,4,0,0,1,0,1,0,1,0,2,3,1,2,3,3,3,3,1,1,2,2,2,4,2,3, , , , , , ,2,2,2,3,3,3,2,2,2,2,1,0,1,0,1,0,2,2,1,2,2,1,3,3,2,0,0,0,0,0,1,0,0,1,0,0,2,2,2,2,1,2,1,2,4,3,3,2,2,3,0,0,0,0,0,0,1,3,1,1,4,1,2,1,14,12,1,1,2,10,1,3,1,3,4,0,0,0,1,3,20180323,13.28333333,2,2,Smartphone,0.904947875
1472,EN,2,3,1,2,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,1,1,1,4,2,4,1,1,0,1,0,1,1,1,0,0,4,1, , ,1, , , , , , , , , , , , , ,3,3,4,3,3,1,1,1,0,0,1,0,0,3,1,2,1,3,3,2,2,2,2,2,1,3,4,4,2,1,0,0,0,1,0,1,2,1,1,1,1,3,2,1,1,1,0,0,0,0,0,1,2,1,3,3,1,4,4,2,0,1,1,0,0,1,0,0,0,0,0,2,1,2,1,1,1,2,2,3,3,2,2,1,3,0,0,0,0,0,0,1,3,2,2,3,1,1,2,15,9,1,1,1,11,1,2,0,2,4,0,0,0,2,2,20180310,15.8,2,2,Smartphone,2.147234365
1473,EN,2,2,1,3,0,0,0,1,1,0,4,1,1,1,1,1,1,0,1,2,1,1,4,2,4,2,2,0,0,1,0,1,0,0,0,3,1,1, , , , , , , , , , , , , , , ,3,4,3,3,4,0,0,1,1,0,0,1,0,1,2,1,1,3,2,3,2,2,1,1,1,4,4,4,2,0,0,0,1,0,0,1,2,3,2,3,3, ,2,1, ,1,0,0,0,0,0,1,1,1,2,2,1,3,4,4, , , , , , , , , , , , , , , ,3,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,1,3,4,2,4,3,2,2,16,13,1,1,1,10,1,4,1,1,2,0,0,0,0,2,20180310,13.43333333,2,2,Smartphone,0.552843162
1474,EN,2,2,2,3,0,0,0,1,1,0,2,1,0,0,0,0,1,0,1,2,1,1,4,3,4,2,1,0,1,0,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,2,3,2,2,0,0,1,0,0,0,0,0,3,2,2,3,3,3,3,3,1,1,2,1,4,3,4,3, , , , , , ,2,3,2,2,3,3,1,2,2,1,0,0,0,0,0,1,1,2,1,3,2,2,4,3,3,1,0,0,0,0,1,0,0,0,0,0,3,3,3,2,1,2,1,1,3,3,2,2,3,4,0,0,0,0,0,0,1,3,2,3,3,2,2,1,17,13,1,1,1,9,1,3,1,3,4,0,0,0,2,2,20180408,9.3,2,2,Smartphone,3.389351669
1475,EN,2,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,2,1,1,4,3,4,1,1,0,1,0,1,1,0,0,0,5,2, , , , , , , , , ,1, , , , , , ,2,4,4,3,2,0,1,1,0,0,0,0,0,3,3,3,3,3,3,2,3,2,1,2,1,2,1,1,2,1,1,0,0,0,0,1,4,2,2,3,1,2,2,1,2,0,0,0,0,0,1,2,2,2,2,2,1,2,1,3,1,1,1,0,0,1,0,0,1,0,0,2,2,3,1,1,2,1,1,4,3,3,1,2,2,1,0,0,0,1,0,0,3,1,3,2,1,2,1,17,10,4,3,2,8,1,4,1,1,5,0,0,1,2,2,20180330,30.25,2,2,Smartphone,0.053862231
1476,EN,1,1,1,2,1,0,0,0,0,0,2,1,1,1,1,1,1,0,1,2,2,1,4,4,3,2,1,1,1,1,0,1,0,0,0,5,2, , , , , , , , , , , ,1, , , , ,1,2,2,1,3,1,1,1,0,1,1,0,0,2,2,2,2,2,2,2,3,2,1,1,2,3,2,2,2,1,0,0,0,0,0,4,2,2,2,1,2,1,2,2,2,1,0,0,0,0,0,2,2,1,2,4,4,4,2,2,0,1,1,1,0,0,1,1,0,1,0,2,2,2,2,2,3,3,3,2,2,3,2,2,2,1,0,1,0,0,0,0,2,2,3,3,3,2,2,13,10,1,3,1,7,0,4,1,2,4,0,0,3,0,1,20180405,17.9,2,2,Smartphone,1.225144555
1477,EN,2,2,2,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,2,3,4,2,1,0,1,1,0,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,2,3,1,3,4,0,0,1,0,0,0,0,0,2,2,1,2,3,2,3,3,1,1,2,1,2,3,3,3, , , , , , ,4,77,2,2,1,1,2,1,1,1,0,0,0,0,0,1,3,2,2,4,4,2,4,3,4, , , , , , , , , , , , , , , ,2,1,1,1,4,4,3,2,3,2,0,0,1,1,0,0,0,1,1,1,3,2,1,2,15,9,4,2,2,11,1,5,1,4,6,0,0,0,0,6,20180309,11.78333333,2,2,Smartphone,0.165586479
1478,EN,1,4,1,2,0,0,0,0,0,1,3,1,1,1,1,1,1,0,2,1,1,1,3,2,3,1,1,0,1,0,0,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,3,4,2,4,0,0,0,0,0,0,0,1,3,2,1,3,3,3,3,3,1,1,1,1,2,3,4,2,0,0,0,1,1,0,2,3,1,1,2,3,3,2,2,2,1,0,1,0,1,0,1,1,1,4,4,1,4,3,2,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,2,3,2,4,3,4,4,2,0,0,0,0,0,0,1,1,3,2,4,2,4,2,15,12,1,1,1,11,1,3,1,3,4,0,0,0,2,2,20180309,23.93333333,2,2,Desktop,3.079123608
1479,EN,1,1,2,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,2,2,2,4,4,4,4,2,0,1,0,0,0,0,0,0, ,1,1, , , , , , , , , , , , , , , ,2,2,2,2,3,1,0,1,0,0,0,0,0,2,3,2,3,3,3,3,3,1,1,2,1,4,4,4,4, , , , , , ,77,77,77,77,1,3, ,1,1, ,0,0,0,0,0,1,2,2,2,4,3,3,4,4,4, , , , , , , , , , , , , , , ,3,3,3,3,2,3,1,1,1,3,0,0,0,0,0,0,1,1,1,1,4,1,1,2,16,9,4,1,1,9,0,4,1,4,4,0,1,0,0,3,20180309,10.03333333,2,2,Smartphone,5.262242233
1480,EN,2,2,1,3,0,0,1,1,1,0,2,1,1,1,0,0,1,0,1,2,1,1,4,4,4,1,1,1,1,1,1,0,0,0,0,2,3, , , , , , , , , , , , , , , , ,2,2,2,2,3,1,0,1,0,0,0,0,0,2,2,1,3,3,2,2,3,2,1,2,1,2,2,3,2,1,0,1,1,0,0,2,3,2,3,1,3,3,1,1,1,0,0,0,0,0,1,3,2,2,3,2,1,3,3,2,1,1,1,0,0,0,1,0,0,0,0,3,3,3,2,1,2,2,1,4,3,3,2,2,2,0,0,0,0,0,0,1,4,3,3,2,2,2,2,13,13,1,2,1,16,1,4,1,1,4,0,0,1,1,2,20180319,7.016666667,2,2,Desktop,0.594396904
1481,EN,1,2,1,3,1,1,1,1,1,0,2,1,1,0,0,1,1,0,1,2,1,1,3,4,4,1,1,1,1,1,1,1,0,0,0,1,3, , , , , , , , , , , , , , , , ,2,3,2,2,2,1,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,3, , , , , , ,2,3,3,2,1,1,3,1,1,1,1,0,0,0,1,0,2,2,2,2,1,1,2,3,2,0,0,1,1,0,1,0,0,1,0,0,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,0,0,0,0,1,0,3,1,1,4,1,1,1,15,13,2,3,2,13,1,4,1,3,2,0,0,0,0,2,20180312,9.316666667,2,2,Desktop,1.118237901
1482,EN,1,1,1,1,0,0,0,1,0,0,1, , , , , , , ,1,2,2,1,1,1,2,2,2,1,1,0,0,0,0,0,0,2,2, , , , , , , , , , , , , , ,98, ,2,3,1,3,2,0,1,0,0,0,0,0,0,2,2,1,2,2,1,2,1,2,2,2,1,1,3,1,2,0,0,1,0,0,0,1,2,1,3,1,1, ,1,1, ,0,0,1,0,0,0,2,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,2,3,2,1,3,4,3,2,3,2,1,0,1,0,0,0,0,2,3,3,3,2,3,99,13,10,1,3,1,2,1,4,1,3,1,0,0,0,0,1,20180322,7.683333333,2,2,Smartphone,1.00706706
1483,EN,2,1,2,3,0,0,1,1,1,0,2,1,0,0,0,1,1,0,1,2,1,1,4,2,4,1,1,0,1,0,0,1,0,0,0,2,2, , , , , , , , , , , , ,1, , , ,4,2,2,3,3,1,0,1,0,0,0,0,0,2,1,1,2,2,1,3,3,1,2,2,1,1,3,4,4, , , , , , ,1,3,2,2,1,3,3,2,1,1,0,1,0,1,0,0,2,1,1,3,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,1,1,1,4,3,2,3,2,3,1,0,1,0,0,0,0,1,2,1,4,3,3,1,13,13,1,1,1,14,1,2,1,4,4,1,0,1,0,2,20180325,13.68333333,2,2,Smartphone,3.055715572
1484,EN,2,4,4,3,1,1,1,0,0,0,2,0,1,1,0,0,1,0,1,2,2,1,4,2,2,1,2,0,1,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,2,3,2,2,1,0,1,0,0,1,1,0,2,2,3,3,3,2,2,2,2,2,1,2,3,4,4,3, , , , , , ,3,3,3,3,1,3, ,2,1, ,1,0,1,0,1,0,3,3,1,2,4,4,4,2,4, , , , , , , , , , , , , , , ,1,1,2,2,4,4,4,4,4,4,0,0,0,0,0,0,1,2,1,1,4,2,2,2,14,9,2,2,2,2,0,4,1,4,4,0,0,2,1,1,20180330,12.05,2,2,Smartphone,1.816148913
1485,EN,2,3,1,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,1,4,3,4,4,1,0,1,1,1,1,0,0,0,2,2, , , , , , , , , ,1, , , , , , ,1,2,1,4,4,0,0,1,0,0,0,1,0,1,3,2,3,3,3,2,3,1,1,2,1,3,4,3,3, , , , , , ,3,3,3,77,1,1,3,2,1,1,0,0,0,0,0,1,1,2,2,4,3,1,4,4,3,1,1,1,0,0,0,0,1,1,1,0,3,3,3,2,1,2,3,2,3,3,2,2,3,3,0,0,1,0,1,0,0,3,1,2,3,2,1,2,14,10,2,1,2,2,1,2,1,4,6,1,2,1,3,2,20180325,16.4,2,2,Smartphone,0.927806883
1486,EN,2,1,98,2,0,0,1,0,0,0,2,0,1,0,0,1,1,0,1,1,2,1,4,3,4,1,1,0,1,1,1,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,1,4,4,2,1,0,0,1,0,0,0,0,0,2,2,1,2,2,2,1,3,2,1,1,2,4,4,4,1,1,1,1,1,0,0,1,77,2,2,1,1,2,2,2,2,0,0,1,0,1,0,1,2,1,4,3,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,1,3,3,4,3,1,1,1,0,0,0,0,0,1,1,1,2,1,1,2,13,8,4,3,2,4,1,4,1,1,6,0,2,2,0,2,20180330,31.95,2,2,Smartphone,2.432338482
